manufacturer,model_year,body_type,transmission_type,fuel_type,total_kms,total_owners,price,insurance_type,mileage(kmpl),engine(CC),torque(nm),seats,number_of_cylinders,valves_per_cylinder,super_charger,turbo_charger,drive_type,steering_type,cargo_volume,location
BMW,2019,SUV,Automatic,Petrol,70000,1,4800000.0,Third Party insurance,13.17,1998.0,350.0,5.0,4,4,No,Yes,All Wheel Drive,Power,485.0,Chennai
Maruti,2016,Hatchback,Manual,Diesel,68177,2,624000.0,Comprehensive,25.2,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,204.0,Chennai
Skoda,2022,Sedan,Manual,Petrol,27524,1,1816000.0,Zero Dep,18.72,1498.0,250.0,5.0,4,4,No,Yes,FWD,Electronic,521.0,Chennai
Maruti,2017,SUV,Manual,Diesel,75471,1,850000.0,Comprehensive,23.65,1248.0,200.0,5.0,4,4,No,Yes,FWD,Power,353.0,Chennai
Honda,2021,Sedan,Manual,Petrol,8000,1,745000.0,Comprehensive,18.6,1199.0,110.0,5.0,4,4,No,Yes,FWD,Electronic,420.0,Chennai
Kia,2022,MUV,Automatic,Petrol,13200,1,1690000.0,Comprehensive,18.6,1482.0,253.0,6.0,4,4,No,No,Two Wheel Drive,Power,420.0,Chennai
Hyundai,2021,SUV,Manual,Petrol,20000,1,1150000.0,Third Party insurance,18.6,1497.0,143.8,5.0,4,4,No,No,Two Wheel Drive,Power,420.0,Chennai
Citroen,2022,SUV,Automatic,Diesel,20000,1,3000000.0,Third Party insurance,18.6,1997.0,400.0,5.0,4,4,No,No,Two Wheel Drive,Power,580.0,Chennai
Maruti,2017,Hatchback,Manual,Petrol,60730,1,310000.0,Comprehensive,23.95,998.0,90.0,5.0,3,4,No,No,FWD,Power,177.0,Chennai
Maruti,2016,Sedan,Manual,Petrol,44494,2,495000.0,Comprehensive,20.85,1197.0,115.0,5.0,4,4,No,No,FWD,Power,320.0,Chennai
Maruti,2017,MUV,Manual,Petrol,20000,1,800000.0,Third Party insurance,17.5,1373.0,130.0,7.0,4,4,No,No,FWD,Power,135.0,Chennai
Tata,2019,SUV,Automatic,Diesel,45673,1,825000.0,Comprehensive,21.5,1497.0,260.0,5.0,4,4,No,Yes,FWD,Power,350.0,Chennai
Toyota,2020,SUV,Manual,Diesel,26000,1,3575000.0,Comprehensive,14.24,2755.0,420.0,7.0,4,4,No,Yes,RWD,Power,350.0,Chennai
Hyundai,2017,Sedan,Manual,Petrol,51878,1,774000.0,Third Party insurance,17.01,1591.0,154.9,5.0,4,4,No,No,FWD,Power,465.0,Chennai
Nissan,2017,Hatchback,Automatic,Petrol,56747,1,525000.0,Third Party insurance,19.15,1198.0,104.0,5.0,3,4,No,No,FWD,Power,251.0,Chennai
Maruti,2018,Hatchback,Manual,Petrol,38000,1,600000.0,Comprehensive,20.4,1197.0,113.0,5.0,4,4,No,No,FWD,Power,204.0,Chennai
Hyundai,2016,Hatchback,Manual,Petrol,76457,2,582000.0,Zero Dep,18.6,1197.0,114.7,5.0,4,4,No,No,FWD,Power,295.0,Chennai
Honda,2017,Hatchback,Manual,Petrol,78880,2,551000.0,Comprehensive,18.7,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Chennai
Maruti,2015,Sedan,Manual,Petrol,19593,1,525000.0,Comprehensive,20.85,1197.0,115.0,5.0,4,4,No,No,FWD,Power,320.0,Chennai
Hyundai,2016,Hatchback,Manual,Petrol,84429,1,583000.0,Zero Dep,18.6,1197.0,114.7,5.0,4,4,No,No,FWD,Power,295.0,Chennai
Hyundai,2021,Hatchback,Manual,Diesel,27599,1,825000.0,Third Party insurance,25.0,1493.0,240.26,5.0,4,4,No,Yes,FWD,Electronic,311.0,Chennai
Renault,2020,MUV,Manual,Petrol,76898,1,670000.0,Zero Dep,20.0,999.0,96.0,7.0,3,4,No,Yes,FWD,Electronic,84.0,Chennai
Volkswagen,2013,Hatchback,Manual,Petrol,119070,2,396000.0,Comprehensive,16.47,1198.0,110.0,5.0,3,4,No,No,FWD,Power,84.0,Chennai
Tata,2004,Hatchback,Manual,Diesel,120000,2,396000.0,Third Party insurance,13.5,1405.0,110.0,5.0,4,4,No,No,FWD,Power,84.0,Chennai
Maruti,2017,Sedan,Manual,Petrol,32199,1,590000.0,Third Party insurance,20.85,1197.0,115.0,5.0,4,4,No,No,FWD,Power,320.0,Chennai
Tata,2016,Hatchback,Manual,Petrol,85607,1,400000.0,Comprehensive,23.84,1199.0,114.0,5.0,3,4,No,No,FWD,Power,242.0,Chennai
Maruti,2019,Hatchback,Manual,Petrol,30000,1,700000.0,Third Party insurance,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Chennai
Mahindra,2017,SUV,Manual,Diesel,80000,1,700000.0,Third Party insurance,18.49,1493.0,240.0,7.0,3,2,No,Yes,RWD,Power,384.0,Chennai
Mahindra,2019,SUV,Manual,Diesel,1200000,1,1150000.0,Comprehensive,18.49,2179.0,319.0,7.0,4,4,No,Yes,RWD,Power,384.0,Chennai
Honda,2016,Hatchback,Automatic,Petrol,45429,1,595000.0,Comprehensive,19.0,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Chennai
Renault,2019,Hatchback,Manual,Petrol,9000,1,460000.0,Comprehensive,22.25,799.0,72.0,5.0,3,4,No,No,FWD,Electronic,279.0,Chennai
Maruti,2019,Hatchback,Manual,Petrol,31000,1,395000.0,Comprehensive,24.7,796.0,69.0,5.0,3,4,No,No,FWD,Manual,177.0,Chennai
Volkswagen,2013,Hatchback,Manual,Diesel,81488,1,435000.0,Comprehensive,20.14,1498.0,230.0,5.0,4,4,No,Yes,FWD,Power,280.0,Chennai
Volkswagen,2019,Hatchback,Manual,Petrol,94439,1,666000.0,Third Party insurance,18.78,999.0,95.0,5.0,3,4,No,No,FWD,Power,280.0,Chennai
Maruti,2013,Hatchback,Manual,Petrol,98481,3,380000.0,Third Party insurance,22.38,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,268.0,Chennai
Maruti,2018,Hatchback,Manual,Petrol,20000,1,700000.0,Third Party insurance,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Chennai
Volkswagen,2016,Sedan,Automatic,Diesel,100894,2,692000.0,Comprehensive,22.15,1498.0,250.0,5.0,4,4,No,Yes,FWD,Power,494.0,Chennai
Maruti,2016,Hatchback,Manual,Diesel,86215,1,590000.0,Third Party insurance,25.2,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,204.0,Chennai
Ford,2006,Sedan,Manual,Diesel,120000,2,125000.0,Third Party insurance,17.8,1399.0,190.0,5.0,4,4,No,Yes,FWD,Power,204.0,Chennai
Volkswagen,2017,Hatchback,Manual,Petrol,98115,2,520000.0,Third Party insurance,16.2,1199.0,110.0,5.0,3,4,No,No,FWD,Power,280.0,Chennai
Maruti,2019,Sedan,Manual,Petrol,47125,1,695000.0,Third Party insurance,17.5,1298.0,114.0,5.0,4,4,No,No,Two Wheel Drive,Power,440.0,Chennai
Maruti,2022,Hatchback,Manual,Petrol,4453,1,607000.0,Third Party insurance,23.56,1197.0,113.0,5.0,4,4,No,No,Two Wheel Drive,Power,341.0,Chennai
Tata,2022,SUV,Manual,Petrol,9991,1,688000.0,Third Party insurance,20.09,1199.0,115.0,5.0,3,4,No,No,Two Wheel Drive,Electronic,366.0,Chennai
Maruti,2021,Hatchback,Manual,Petrol,4564,1,660000.0,Comprehensive,18.9,998.0,90.0,5.0,3,4,No,No,FWD,Power,366.0,Chennai
Ford,2012,Hatchback,Manual,Diesel,108713,1,250000.0,Comprehensive,20.0,1399.0,160.0,5.0,4,4,No,No,Front Wheel Drive,Power,284.0,Chennai
Honda,2021,Sedan,Manual,Petrol,13000,1,1245000.0,Comprehensive,18.6,1498.0,145.0,5.0,4,4,No,No,Front Wheel Drive,Electronic,506.0,Chennai
Honda,2017,SUV,Manual,Petrol,55450,2,575000.0,Comprehensive,17.5,1199.0,110.0,5.0,4,4,No,No,FWD,Electronic,363.0,Chennai
Hyundai,2016,SUV,Manual,Petrol,49000,1,845000.0,Comprehensive,13.0,1591.0,151.0,5.0,4,4,No,No,FWD,Power,400.0,Chennai
Hyundai,2015,Sedan,Manual,Petrol,86694,1,405000.0,Comprehensive,20.14,1197.0,113.75,5.0,4,4,No,No,FWD,Power,407.0,Chennai
Maruti,2013,Sedan,Manual,Diesel,150000,2,300000.0,Third Party insurance,23.4,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,320.0,Chennai
Toyota,2021,Hatchback,Manual,Petrol,30000,1,750000.0,Third Party insurance,21.01,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,339.0,Chennai
BMW,2015,Sedan,Automatic,Diesel,109000,2,1300000.0,Third Party insurance,18.88,1995.0,380.0,5.0,4,4,No,Yes,RWD,Power,480.0,Chennai
Kia,2022,MUV,Manual,Petrol,4605,1,1714000.0,Comprehensive,16.2,1353.0,242.0,6.0,4,4,No,Yes,Two Wheel Drive,Power,480.0,Chennai
Kia,2020,SUV,Manual,Petrol,49218,1,928000.0,Comprehensive,18.2,998.0,172.0,5.0,3,4,No,Yes,FWD,Electronic,392.0,Chennai
Honda,2021,Sedan,Manual,Petrol,45568,1,950000.0,Comprehensive,18.6,1498.0,145.0,5.0,4,4,No,Yes,FWD,Electronic,506.0,Chennai
Tata,2022,SUV,Manual,Petrol,36035,1,702000.0,Third Party insurance,20.09,1199.0,115.0,5.0,3,4,No,Yes,FWD,Electronic,366.0,Chennai
Mahindra,2020,SUV,Manual,Diesel,45242,1,845000.0,Comprehensive,20.1,1497.0,300.0,5.0,4,4,No,Yes,FWD,Power,366.0,Chennai
Land Rover,2018,SUV,Automatic,Diesel,38000,2,3475000.0,Comprehensive,12.51,2179.0,420.0,7.0,4,4,Yes,No,4WD,Power,280.0,Chennai
Tata,2019,Hatchback,Automatic,Petrol,52979,1,513000.0,Comprehensive,23.84,1199.0,114.0,5.0,3,4,No,No,FWD,Power,242.0,Chennai
Honda,2015,Sedan,Manual,Diesel,67130,2,570000.0,Third Party insurance,24.7,1498.0,200.0,5.0,4,4,No,Yes,FWD,Electronic,420.0,Chennai
Honda,2018,SUV,Manual,Petrol,19595,1,851000.0,Comprehensive,15.4,1497.0,145.0,7.0,4,4,No,No,FWD,Power,223.0,Chennai
Mahindra,2022,SUV,Manual,Diesel,23183,1,2350000.0,Third Party insurance,15.4,2198.0,370.0,7.0,4,4,No,Yes,4WD,Electronic,223.0,Chennai
BMW,2022,Sedan,Automatic,Diesel,15000,1,5790000.0,Comprehensive,19.62,1995.0,400.0,5.0,4,4,No,Yes,RWD,Electronic,223.0,Chennai
Maruti,2014,Hatchback,Manual,Petrol,67558,1,370000.0,Comprehensive,23.1,998.0,90.0,5.0,3,4,No,No,FWD,Power,235.0,Chennai
Hyundai,2021,SUV,Manual,Petrol,40000,1,1900000.0,Third Party insurance,14.5,1999.0,191.0,6.0,4,4,No,No,FWD,Power,235.0,Chennai
Volkswagen,2014,Hatchback,Manual,Petrol,55664,1,460000.0,Comprehensive,16.47,1198.0,110.0,5.0,3,4,No,No,FWD,Power,280.0,Chennai
Volkswagen,2014,Hatchback,Manual,Petrol,55664,1,460000.0,Third Party insurance,16.47,1198.0,110.0,5.0,3,4,No,No,FWD,Power,280.0,Chennai
Hyundai,2013,Hatchback,Manual,Diesel,109324,1,365000.0,Comprehensive,21.9,1396.0,22.4,5.0,4,4,No,No,FWD,Power,280.0,Chennai
Skoda,2018,SUV,Automatic,Diesel,118008,1,2600000.0,Comprehensive,16.25,1968.0,340.0,7.0,4,4,No,Yes,4WD,Power,270.0,Chennai
Renault,2016,SUV,Manual,Diesel,72000,1,790000.0,Comprehensive,19.72,1461.0,245.0,5.0,4,4,No,Yes,All Wheel Drive,Power,410.0,Chennai
Maruti,2013,Hatchback,Manual,Diesel,86630,1,450000.0,Comprehensive,22.9,1248.0,190.0,5.0,4,4,No,Yes,FWD,Power,232.0,Chennai
Maruti,2014,Hatchback,Manual,Petrol,82476,1,370000.0,Comprehensive,20.51,998.0,90.0,5.0,3,4,No,No,FWD,Power,180.0,Chennai
Hyundai,2019,Hatchback,Automatic,Petrol,27749,2,665000.0,Third Party insurance,20.7,1197.0,113.8,5.0,4,4,No,No,FWD,Electronic,180.0,Chennai
Hyundai,2020,SUV,Automatic,Petrol,21609,1,1036000.0,Third Party insurance,18.15,998.0,171.6,5.0,3,4,No,Yes,FWD,Electronic,350.0,Chennai
Honda,2019,Sedan,Manual,Petrol,89609,1,875000.0,Third Party insurance,16.0,1493.0,13.5,5.0,4,4,No,No,FWD,Power,350.0,Chennai
Ford,2019,Hatchback,Manual,Diesel,83556,2,539000.0,Comprehensive,24.4,1498.0,215.0,5.0,4,4,No,No,FWD,Power,257.0,Chennai
Tata,2022,SUV,Manual,Petrol,31513,1,847000.0,Third Party insurance,20.09,1199.0,115.0,5.0,3,4,No,No,FWD,Electronic,366.0,Chennai
Honda,2016,Sedan,Manual,Petrol,45939,1,755000.0,Third Party insurance,17.4,1497.0,145.0,5.0,4,4,No,No,FWD,Electronic,510.0,Chennai
Tata,2020,Hatchback,Manual,Petrol,40531,1,496000.0,Third Party insurance,19.01,1199.0,113.0,5.0,3,4,No,No,FWD,Electronic,510.0,Chennai
Mahindra,2009,MUV,Manual,Diesel,120000,3,375000.0,Third Party insurance,13.6,2523.0,180.0,7.0,4,4,No,Yes,Two Wheel Drive,Manual,510.0,Chennai
Maruti,2020,SUV,Automatic,Petrol,17663,1,1009000.0,Third Party insurance,18.76,1462.0,138.0,5.0,4,4,No,Yes,FWD,Electronic,328.0,Chennai
Hyundai,2013,Hatchback,Manual,Petrol,77706,3,339000.0,Third Party insurance,18.9,1197.0,114.0,5.0,4,4,No,No,FWD,Power,256.0,Chennai
Audi,2016,SUV,Automatic,Diesel,49000,1,4900000.0,Comprehensive,14.75,2967.0,600.0,7.0,4,4,No,Yes,All Wheel Drive,Power,890.0,Chennai
Volvo,2019,SUV,Automatic,Diesel,60000,1,6800000.0,Comprehensive,17.2,1969.0,480.0,7.0,4,4,No,Yes,All Wheel Drive,Power,300.0,Chennai
BMW,2018,Sedan,Automatic,Diesel,35000,1,3400000.0,Comprehensive,20.37,1995.0,400.0,5.0,4,4,No,Yes,RWD,Power,480.0,Chennai
Jaguar,2018,SUV,Automatic,Diesel,54000,1,5000000.0,Comprehensive,16.38,1999.0,430.0,5.0,4,4,No,Yes,FWD,Power,508.0,Chennai
Honda,2010,Sedan,Manual,Petrol,110000,1,519000.0,Third Party insurance,12.8,2354.0,222.0,5.0,4,4,No,No,FWD,Power,508.0,Chennai
Audi,2013,SUV,Automatic,Diesel,135000,2,2150000.0,Comprehensive,12.07,2967.0,550.0,7.0,6,4,No,Yes,All Wheel Drive,Power,330.0,Chennai
Audi,2012,Sedan,Automatic,Diesel,80000,1,1450000.0,Comprehensive,17.11,1968.0,380.0,5.0,4,4,No,Yes,FWD,Power,480.0,Chennai
Maruti,2018,SUV,Manual,Diesel,72020,1,825000.0,Third Party insurance,23.65,1248.0,200.0,5.0,4,4,No,Yes,FWD,Power,353.0,Chennai
Toyota,2017,MUV,Manual,Diesel,98000,1,1850000.0,Comprehensive,13.68,2393.0,343.0,7.0,4,4,No,Yes,RWD,Power,353.0,Chennai
Hyundai,2022,SUV,Manual,Diesel,4259,1,1991000.0,Third Party insurance,20.4,1493.0,250.0,7.0,4,4,No,Yes,FWD,Power,353.0,Chennai
Tata,2021,SUV,Automatic,Diesel,12925,1,1994000.0,Third Party insurance,14.6,1956.0,350.0,5.0,4,4,No,Yes,FWD,Power,425.0,Chennai
Volkswagen,2022,SUV,Automatic,Petrol,27000,1,1645000.0,Comprehensive,17.88,1498.0,250.0,5.0,4,4,No,Yes,FWD,Electronic,385.0,Chennai
Tata,2019,SUV,Manual,Petrol,27425,2,719000.0,Comprehensive,17.0,1198.0,170.0,5.0,3,4,No,Yes,FWD,Power,350.0,Chennai
Maruti,2021,Hatchback,Automatic,Petrol,13126,1,633000.0,Zero Dep,26.0,998.0,89.0,5.0,3,4,No,Yes,FWD,Electronic,313.0,Chennai
Maruti,2018,MUV,Manual,Petrol,57000,1,799000.0,Third Party insurance,19.34,1462.0,138.0,7.0,4,4,No,No,Two Wheel Drive,Power,209.0,Chennai
Maruti,2020,Hatchback,Automatic,Petrol,24500,2,861000.0,Comprehensive,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Chennai
Maruti,2020,Sedan,Manual,Petrol,40000,1,610000.0,Third Party insurance,22.41,1197.0,113.0,5.0,4,4,No,No,FWD,Electronic,378.0,Chennai
Renault,2021,MUV,Manual,Petrol,27216,1,749000.0,Zero Dep,20.0,999.0,96.0,7.0,3,4,No,No,FWD,Electronic,84.0,Chennai
Tata,2021,Hatchback,Manual,Petrol,12060,1,648000.0,Comprehensive,19.01,1199.0,113.0,5.0,3,4,No,No,FWD,Electronic,84.0,Chennai
Maruti,2009,Sedan,Manual,Diesel,150000,1,250000.0,Third Party insurance,19.3,1248.0,190.0,5.0,4,4,No,Yes,Two Wheel Drive,Power,464.0,Chennai
Hyundai,2012,Hatchback,Manual,Petrol,46931,2,265000.0,Comprehensive,21.1,814.0,74.5,5.0,3,3,No,No,FWD,Power,215.0,Chennai
Volkswagen,2014,Hatchback,Manual,Petrol,60000,1,490000.0,Comprehensive,16.47,1198.0,110.0,5.0,3,4,No,No,FWD,Power,215.0,Chennai
Kia,2020,SUV,Manual,Petrol,45787,1,1590000.0,Third Party insurance,16.5,1353.0,242.0,5.0,4,4,No,Yes,FWD,Electronic,433.0,Chennai
Tata,2009,Sedan,Manual,Petrol,80000,2,114000.0,Third Party insurance,14.4,1396.0,100.0,5.0,4,2,No,No,FWD,Power,450.0,Chennai
Honda,2014,Sedan,Manual,Diesel,44000,1,475000.0,Comprehensive,25.8,1498.0,200.0,5.0,4,4,No,Yes,FWD,Power,400.0,Chennai
Honda,2020,Sedan,Automatic,Petrol,4786,1,973000.0,Third Party insurance,18.3,1199.0,110.0,5.0,4,4,No,No,FWD,Electronic,420.0,Chennai
Hyundai,2018,Hatchback,Manual,Petrol,39024,1,630000.0,Comprehensive,18.6,1197.0,114.7,5.0,4,4,No,No,FWD,Power,295.0,Chennai
BMW,2022,Sedan,Automatic,Petrol,6000,1,5850000.0,Comprehensive,15.3,1998.0,400.0,5.0,4,4,No,Yes,RWD,Electronic,295.0,Chennai
Tata,2014,Hatchback,Manual,Petrol,40000,1,150000.0,Third Party insurance,25.4,624.0,51.0,4.0,2,2,No,No,RWD,Power,80.0,Chennai
Hyundai,2018,SUV,Manual,Petrol,114386,1,827000.0,Third Party insurance,15.8,1591.0,151.0,5.0,4,4,No,No,FWD,Power,400.0,Chennai
Renault,2022,MUV,Manual,Petrol,27369,1,715000.0,Third Party insurance,20.0,999.0,96.0,7.0,3,4,No,No,FWD,Electronic,84.0,Chennai
Toyota,2019,MUV,Manual,Diesel,58000,1,2100000.0,Comprehensive,13.68,2393.0,343.0,7.0,4,4,No,Yes,RWD,Power,300.0,Chennai
Hyundai,2019,Hatchback,Manual,Petrol,16561,2,569000.0,Comprehensive,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Chennai
Renault,2021,Hatchback,Manual,Petrol,23328,1,490000.0,Comprehensive,21.74,999.0,91.0,5.0,3,4,No,No,FWD,Electronic,279.0,Chennai
Maruti,2020,Hatchback,Manual,Petrol,16473,1,485000.0,Comprehensive,21.7,998.0,89.0,5.0,3,4,No,No,FWD,Power,279.0,Chennai
Honda,2017,Hatchback,Manual,Petrol,46375,2,452000.0,Third Party insurance,18.5,1198.0,109.0,5.0,4,4,No,No,FWD,Power,175.0,Chennai
Maruti,2020,Hatchback,Manual,Petrol,16473,1,485000.0,Comprehensive,21.7,998.0,89.0,5.0,3,4,No,No,FWD,Power,175.0,Chennai
Maruti,2017,Hatchback,Automatic,Petrol,91799,1,622000.0,Comprehensive,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Chennai
Hyundai,2016,Hatchback,Manual,Petrol,38919,3,554000.0,Comprehensive,18.6,1197.0,114.7,5.0,4,4,No,No,FWD,Power,295.0,Chennai
Maruti,2016,Hatchback,Manual,Petrol,70235,1,375000.0,Comprehensive,18.9,998.0,90.0,5.0,3,4,No,No,FWD,Power,295.0,Chennai
Honda,2020,Sedan,Automatic,Petrol,3989,1,967000.0,Third Party insurance,18.3,1199.0,110.0,5.0,4,4,No,No,FWD,Electronic,420.0,Chennai
Honda,2015,Sedan,Manual,Diesel,91773,1,475000.0,Comprehensive,24.7,1498.0,200.0,5.0,4,4,No,Yes,FWD,Electronic,420.0,Chennai
Maruti,2019,Hatchback,Manual,Petrol,60000,2,320000.0,Third Party insurance,22.05,796.0,69.0,5.0,3,4,No,Yes,FWD,Electronic,420.0,Chennai
Honda,2018,Sedan,Manual,Petrol,28906,1,695000.0,Comprehensive,18.6,1199.0,110.0,5.0,4,4,No,No,FWD,Electronic,420.0,Chennai
Maruti,2016,Hatchback,Manual,Diesel,150000,1,350000.0,Third Party insurance,27.62,793.0,125.0,5.0,2,4,No,No,FWD,Power,235.0,Chennai
Hyundai,2009,Hatchback,Manual,Petrol,70000,3,250000.0,Third Party insurance,17.0,1197.0,11.4,5.0,4,4,No,No,FWD,Power,235.0,Chennai
Mahindra,2017,SUV,Manual,Diesel,70000,1,1250000.0,Comprehensive,16.0,2179.0,330.0,7.0,4,4,No,Yes,All Wheel Drive,Power,720.0,Chennai
Maruti,2014,Hatchback,Manual,Petrol,43428,1,260000.0,Third Party insurance,22.74,796.0,69.0,5.0,3,4,No,No,FWD,Power,177.0,Chennai
Chevrolet,2013,Hatchback,Manual,Diesel,67000,1,285000.0,Comprehensive,25.44,936.0,150.0,5.0,3,4,No,No,FWD,Power,170.0,Chennai
Maruti,2017,Hatchback,Automatic,Petrol,70528,1,616000.0,Comprehensive,21.4,1197.0,115.0,5.0,4,4,No,No,FWD,Power,339.0,Chennai
Hyundai,2016,Hatchback,Manual,Petrol,35413,1,594000.0,Third Party insurance,18.6,1197.0,114.7,5.0,4,4,No,No,FWD,Power,295.0,Chennai
Maruti,2018,Hatchback,Manual,Petrol,40000,2,320000.0,Third Party insurance,24.7,796.0,69.0,5.0,3,4,No,No,FWD,Power,177.0,Chennai
Honda,2017,Hatchback,Automatic,Petrol,66285,1,647000.0,Third Party insurance,19.0,1199.0,110.0,5.0,4,4,No,No,FWD,Power,354.0,Chennai
Kia,2019,SUV,Automatic,Petrol,83129,1,1400000.0,Zero Dep,16.5,1353.0,242.0,5.0,4,4,No,Yes,FWD,Electronic,433.0,Chennai
Honda,2016,Sedan,Manual,Petrol,87055,1,600000.0,Comprehensive,17.4,1497.0,145.0,5.0,4,4,No,Yes,FWD,Electronic,510.0,Chennai
Hyundai,2019,Hatchback,Manual,Petrol,37218,2,505000.0,Third Party insurance,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Chennai
Hyundai,2019,SUV,Manual,Petrol,60000,1,900000.0,Third Party insurance,18.27,998.0,171.6,5.0,3,4,No,Yes,FWD,Power,350.0,Chennai
Hyundai,2019,Hatchback,Manual,Petrol,33640,1,730000.0,Third Party insurance,18.6,1197.0,117.0,5.0,4,4,No,No,FWD,Power,285.0,Chennai
Ford,2020,Hatchback,Manual,Petrol,23608,1,648000.0,Comprehensive,18.5,1194.0,119.0,5.0,3,4,No,No,FWD,Electronic,257.0,Chennai
Hyundai,2013,Hatchback,Manual,Petrol,22353,1,435000.0,Comprehensive,18.5,1197.0,113.7,5.0,4,4,No,No,FWD,Power,257.0,Chennai
Skoda,2017,Sedan,Automatic,Diesel,120000,1,900000.0,Third Party insurance,21.72,1498.0,250.0,5.0,4,4,No,Yes,FWD,Power,460.0,Chennai
Honda,2018,Sedan,Manual,Petrol,54241,1,740000.0,Comprehensive,17.4,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Chennai
Maruti,2012,Hatchback,Manual,Petrol,86173,1,320000.0,Third Party insurance,21.79,998.0,90.0,5.0,3,4,No,No,FWD,Power,341.0,Chennai
Hyundai,2011,Hatchback,Manual,Petrol,91143,1,295000.0,Comprehensive,20.36,1197.0,111.7,5.0,4,4,No,No,FWD,Power,341.0,Chennai
Mahindra,2016,SUV,Manual,Diesel,36000,1,790000.0,Comprehensive,18.49,1493.0,240.0,7.0,3,2,No,Yes,RWD,Power,384.0,Chennai
Honda,2015,Sedan,Manual,Petrol,108818,1,530000.0,Third Party insurance,17.4,1497.0,145.0,5.0,4,4,No,No,FWD,Power,510.0,Chennai
Volkswagen,2011,Hatchback,Manual,Diesel,120000,2,315000.0,Third Party insurance,22.07,1199.0,180.0,5.0,3,4,No,No,FWD,Power,510.0,Chennai
Mercedes-Benz,2008,Sedan,Automatic,Diesel,107000,2,850000.0,Comprehensive,14.84,2143.0,400.0,5.0,4,4,No,No,RWD,Power,475.0,Chennai
Honda,2014,Sedan,Manual,Petrol,90530,1,570000.0,Comprehensive,17.0,1497.0,146.0,5.0,4,4,No,No,FWD,Power,506.0,Chennai
Hyundai,2016,Hatchback,Manual,Petrol,77957,1,576000.0,Comprehensive,18.6,1197.0,114.7,5.0,4,4,No,No,FWD,Power,295.0,Chennai
Hyundai,2017,SUV,Manual,Petrol,81394,2,842000.0,Third Party insurance,13.0,1591.0,151.0,5.0,4,4,No,No,FWD,Power,400.0,Chennai
Maruti,2017,Sedan,Manual,Petrol,64341,1,675000.0,Third Party insurance,20.73,1373.0,130.0,5.0,4,4,No,No,FWD,Power,510.0,Chennai
Hyundai,2017,Hatchback,Manual,Petrol,33407,1,518000.0,Comprehensive,18.9,1197.0,113.75,5.0,4,4,No,No,FWD,Power,256.0,Chennai
Datsun,2021,Hatchback,Manual,Petrol,14811,1,397000.0,Comprehensive,20.71,799.0,72.0,5.0,3,4,No,No,FWD,Power,222.0,Chennai
Skoda,2017,Sedan,Manual,Petrol,37000,1,775000.0,Comprehensive,14.3,1598.0,153.0,5.0,4,4,No,No,FWD,Power,460.0,Chennai
Jeep,2017,SUV,Manual,Diesel,49326,2,1166000.0,Third Party insurance,17.1,1956.0,350.0,5.0,4,4,No,Yes,Two Wheel Drive,Power,408.0,Chennai
Honda,2009,Sedan,Manual,Petrol,120000,3,450000.0,Third Party insurance,9.8,2354.0,22.6,5.0,4,4,No,No,4WD,Power,408.0,Chennai
Tata,2022,Hatchback,Automatic,Petrol,4939,1,732000.0,Zero Dep,20.09,1199.0,113.0,5.0,3,4,No,No,FWD,Electronic,242.0,Chennai
Ford,2014,SUV,Automatic,Petrol,82620,1,577000.0,Comprehensive,16.5,1499.0,140.0,5.0,4,4,No,No,FWD,Power,346.0,Chennai
Skoda,2009,Sedan,Manual,Petrol,60000,2,600000.0,Third Party insurance,13.14,1798.0,25.0,5.0,4,4,No,Yes,Front Wheel Drive,Power,346.0,Chennai
Volkswagen,2015,Hatchback,Manual,Diesel,86857,1,510000.0,Third Party insurance,20.14,1498.0,230.0,5.0,4,4,No,Yes,FWD,Power,280.0,Chennai
Mercedes-Benz,2010,Sedan,Automatic,Diesel,70000,3,900000.0,Third Party insurance,14.84,2143.0,400.0,5.0,4,4,No,No,RWD,Power,475.0,Chennai
Audi,2012,SUV,Automatic,Diesel,120000,2,1500000.0,Third Party insurance,11.33,4134.0,800.0,7.0,8,4,No,Yes,All Wheel Drive,Power,330.0,Chennai
Maruti,2022,Hatchback,Automatic,Petrol,14483,1,625000.0,Third Party insurance,25.19,998.0,89.0,5.0,3,4,No,Yes,All Wheel Drive,Power,341.0,Chennai
Hyundai,2022,SUV,Manual,Diesel,19000,1,1275000.0,Comprehensive,25.19,1493.0,250.0,5.0,4,4,No,Yes,All Wheel Drive,Power,341.0,Chennai
